id,uri,preview,title,genres,artists,artistsIds,albumTitle,albumId,image,albumReleaseYear,duration,key,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
0val9iQ6jskEiCq6Ekgzav,spotify:track:0val9iQ6jskEiCq6Ekgzav,https://p.scdn.co/mp3-preview/87fae1b095860f44cc1a1eb3f6cc7042b11a9a73?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Amici come prima,italian adult pop | italian pop,Paola & Chiara,6sXWE3eSY59H6zy1tiRPue,Ci Chiamano Bambine,5IdTaqWatap2mkFbzdSzF2,https://i.scdn.co/image/ab67616d00004851ca9f79d4ab7edd8e64f1789c,1998,247385,7,1,3,0.00483,0.517,0.478,0.00000779,0.0856,-7.915,0.0262,0.363,150.005
4SjRtuCDZvO68N2agNkahv,spotify:track:4SjRtuCDZvO68N2agNkahv,https://p.scdn.co/mp3-preview/819b512daf04921f3ddebd0134d50301abf67df7?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Sono solo parole,italian adult pop | italian pop,Noemi,62C5P1caRIK12ndTkzNJjA,RossoNoemi 2012 Edition,0pYNUeFVkFgAemaKmtKcuL,https://i.scdn.co/image/ab67616d00004851fbb1c0ef91d13d99aaf3220a,2012,217787,0,0,4,0.152,0.518,0.56,0,0.227,-5.932,0.0366,0.184,130.157
2HSRazkijnq7r6tgIykynY,spotify:track:2HSRazkijnq7r6tgIykynY,https://p.scdn.co/mp3-preview/f706bd8d5b91ed018b09af32e8a82122bba08692?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Strani amori,europop | italian adult pop | latin arena pop | mexican pop,Laura Pausini,2e4nwiX8ZCU09LGLOpeqTH,Laura,1zv4pumfUpsQHolAs80u73,https://i.scdn.co/image/ab67616d00004851cc0019939e0a43a0b2d2c035,1994,255773,0,1,4,0.727,0.625,0.33,0,0.0815,-7.787,0.0245,0.227,78.036
4JNT4VElmvNmJaQUhwPzg9,spotify:track:4JNT4VElmvNmJaQUhwPzg9,https://p.scdn.co/mp3-preview/e672e97131a0fdff5a7b605f12369a3478d925f9?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Tikibombom,italian adult pop | italian pop | turin indie,Levante,5mTg1ztZByLRHsOEtwmT4G,Magmamemoria MMXX (Deluxe Edition),0QMZ4b8IHNqUtBuhlUToZr,https://i.scdn.co/image/ab67616d000048519b64443f24494caee0d7c9d4,2020,203133,4,0,4,0.0272,0.472,0.604,0,0.0865,-4.9,0.0784,0.353,171.928
3WcWRr8wIkwPQOTYBWjEGf,spotify:track:3WcWRr8wIkwPQOTYBWjEGf,https://p.scdn.co/mp3-preview/7d90f41b552707c16b433def952cc02a79c30693?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Potevi fare di più,italian adult pop,Arisa,25x6MD0spNNS7z93Sat30K,Potevi fare di più,2vrs18L4PlKPKV5QSYK1Os,https://i.scdn.co/image/ab67616d0000485113bddb1d0c03837ffe6cfba2,2021,244307,4,1,4,0.665,0.586,0.391,0,0.0906,-8.317,0.0559,0.162,123.705
0sgF2OErypqDCb0lIoZycS,spotify:track:0sgF2OErypqDCb0lIoZycS,https://p.scdn.co/mp3-preview/b0c19d7eef85defffe8f1d8e451b4dd952b452ec?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Confusa E Felice,classic italian pop | italian adult pop | italian alternative,Carmen Consoli,6C3OLzdOvBI9yCOCf7iC4E,Confusa E Felice,1h6NzKTdXJhNTifdFKIaX4,https://i.scdn.co/image/ab67616d00004851a6edda8cd80f003c6b615938,1997,218093,4,1,4,0.225,0.548,0.611,0,0.0805,-6.364,0.0622,0.307,168.129
7f7xRKukld8LH7aVAhJTQG,spotify:track:7f7xRKukld8LH7aVAhJTQG,https://p.scdn.co/mp3-preview/c382bcf3445cd91f2691ceda779b81897fc56028?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Una finestra tra le stelle,italian adult pop | italian pop,Annalisa,0EqkKYDK9EkKY5N7zU3FPv,Splende,7w6pXtT0mOGu4eQtrwXNJX,https://i.scdn.co/image/ab67616d00004851ff9b8d24892544555f481985,2015,211093,6,1,4,0.229,0.566,0.627,0,0.0904,-5.113,0.0299,0.236,124.963
59nchDV5vZqIP0m1DgpSuS,spotify:track:59nchDV5vZqIP0m1DgpSuS,https://p.scdn.co/mp3-preview/2baf3ab99c396a1896cee026566bc1fca1b813fd?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Duemilaminuti,italian hip hop | italian pop,Mara Sattei,0zoMmzmyi8N8LwzhyXPvtk,Duemilaminuti,7LZw3UWmtxA9mP8s9ZeIEb,https://i.scdn.co/image/ab67616d000048516316eaa898bf1f15b066af43,2023,224993,11,0,4,0.195,0.54,0.633,0,0.0376,-4.643,0.0391,0.193,132.823
0AsCObd7eD2NSSg3UBJLKo,spotify:track:0AsCObd7eD2NSSg3UBJLKo,https://p.scdn.co/mp3-preview/b3ab11634f6d12a1e58384a193175054e17e2104?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Un'emozione da poco,classic italian pop | italian adult pop,Anna Oxa,6iuybPv0Mii8x21mztjaUN,Gli Anni '70/New Package,728pPa8Nr1d9omkT8mRoh8,https://i.scdn.co/image/ab67616d00004851026ed5b4d4fa58fc72536b8a,1978,255000,2,1,4,0.395,0.559,0.475,0.00000182,0.102,-11.271,0.0404,0.635,114.079
5m6sFcpBoYGjEQBbiieLbE,spotify:track:5m6sFcpBoYGjEQBbiieLbE,https://p.scdn.co/mp3-preview/7ff3fe991a1d5d893f136d65d190510a94d2e8c0?cid=61a9bb7d5c7b4b0993b2a4af35e647a3,Gli Uomini Non Cambiano,classic italian pop | italian adult pop,Mia Martini,05JkDGFMHqlIz0GPjLh2p3,Lacrime,0YaNQdmvAARltoAeSbpuzW,https://i.scdn.co/image/ab67616d00004851554914d78b2866850caf94a7,1992,247440,0,1,4,0.748,0.398,0.364,0,0.0883,-7.668,0.0299,0.114,129.46
